Expr1000,CoverClass,Species,Percent,Height,Notes,CoverType,PlotID,LifeForm,Binomial,Date
9/5/2024,V,ANDSEP,T,1,,Aerial,SFS4V-36,Forb,Androsace septentrionalis L.,9/5/2024
9/5/2024,V,ANDSEP,T,1,,Aerial,SFS4V-29,Forb,Androsace septentrionalis L.,9/5/2024
8/28/2024,V,ANDSEP,T,N/A,,Basal,SFF10V-214,Forb,Androsace septentrionalis L.,8/28/2024
8/28/2024,V,ANDSEP,T,4,,Aerial,SFF10V-214,Forb,Androsace septentrionalis L.,8/28/2024
9/3/2024,V,ANDSEP,T,N/A,,Basal,BTN4V-6,Forb,Androsace septentrionalis L.,9/3/2024
9/5/2024,V,ANDSEP,T,N/A,,Basal,SFS4V-35,Forb,Androsace septentrionalis L.,9/5/2024
9/3/2024,V,ANDSEP,T,N/A,,Basal,BTN4V-3,Forb,Androsace septentrionalis L.,9/3/2024
9/3/2024,V,ANDSEP,T,1,,Aerial,BTN4V-3,Forb,Androsace septentrionalis L.,9/3/2024
9/3/2024,V,ANDSEP,T,1,,Aerial,BTN4V-20,Forb,Androsace septentrionalis L.,9/3/2024
9/5/2024,V,ANDSEP,T,N/A,,Basal,SFS4V-32,Forb,Androsace septentrionalis L.,9/5/2024
9/5/2024,V,ANDSEP,T,N/A,,Basal,SFS4V-29,Forb,Androsace septentrionalis L.,9/5/2024
9/3/2024,V,ANDSEP,T,1,,Aerial,BTN4V-16,Forb,Androsace septentrionalis L.,9/3/2024
9/3/2024,V,ANDSEP,T,N/A,,Basal,BTN4V-15,Forb,Androsace septentrionalis L.,9/3/2024
9/5/2024,V,ANDSEP,T,1,,Aerial,SFS4V-30,Forb,Androsace septentrionalis L.,9/5/2024
9/5/2024,V,ANDSEP,T,N/A,,Basal,SFS4V-30,Forb,Androsace septentrionalis L.,9/5/2024
9/5/2024,V,ANDSEP,T,1,,Aerial,SFS4V-32,Forb,Androsace septentrionalis L.,9/5/2024
9/3/2024,V,ANDSEP,T,N/A,,Basal,BTN4V-20,Forb,Androsace septentrionalis L.,9/3/2024
8/22/2024,V,ANDSEP,T,N/A,,Basal,SFF4V-206,Forb,Androsace septentrionalis L.,8/22/2024
9/3/2024,V,ANDSEP,1,1,,Aerial,BTN4V-6,Forb,Androsace septentrionalis L.,9/3/2024
9/5/2024,V,ANDSEP,T,N/A,,Basal,SFS4V-40,Forb,Androsace septentrionalis L.,9/5/2024
8/22/2024,V,ANDSEP,T,5,,Aerial,SFF4V-206,Forb,Androsace septentrionalis L.,8/22/2024
9/5/2024,V,ANDSEP,T,1,,Aerial,SFS4V-40,Forb,Androsace septentrionalis L.,9/5/2024
9/11/2024,V,HIEFEN,T,1,,Aerial,SFF7V-256,Forb,Hieracium fendleri Sch.Bip.,9/11/2024
8/22/2024,V,HIEFEN,T,N/A,,Basal,SFF4V-202,Forb,Hieracium fendleri Sch.Bip.,8/22/2024
9/5/2024,V,HIEFEN,T,N/A,,Basal,SFS4V-44,Forb,Hieracium fendleri Sch.Bip.,9/5/2024
9/12/2024,V,HIEFEN,T,1,,Aerial,SFF8V-265,Forb,Hieracium fendleri Sch.Bip.,9/12/2024
8/22/2024,V,HIEFEN,T,1,,Aerial,SFF4V-202,Forb,Hieracium fendleri Sch.Bip.,8/22/2024
9/5/2024,V,HIEFEN,T,1,,Aerial,SFS4V-44,Forb,Hieracium fendleri Sch.Bip.,9/5/2024
9/11/2024,V,HIEFEN,T,N/A,,Basal,SFF7V-256,Forb,Hieracium fendleri Sch.Bip.,9/11/2024
8/22/2024,V,HIEFEN,1,N/A,,Basal,SFF4V-204,Forb,Hieracium fendleri Sch.Bip.,8/22/2024
8/22/2024,V,HIEFEN,3,,missing height,Aerial,SFF4V-204,Forb,Hieracium fendleri Sch.Bip.,8/22/2024
9/12/2024,V,HIEFEN,T,N/A,,Basal,SFF8V-265,Forb,Hieracium fendleri Sch.Bip.,9/12/2024
9/12/2024,V,PENBAR,T,3,,Aerial,SFF8V-264,Forb,Penstemon barbatus (Cav.) Roth,9/12/2024
8/26/2024,V,PENBAR,T,N/A,,Basal,SFF1V-212,Forb,Penstemon barbatus (Cav.) Roth,8/26/2024
9/12/2024,V,PENBAR,T,N/A,,Basal,SFF8V-264,Forb,Penstemon barbatus (Cav.) Roth,9/12/2024
9/3/2024,V,PENBAR,T,N/A,,Basal,BTN4V-5,Forb,Penstemon barbatus (Cav.) Roth,9/3/2024
8/26/2024,V,PENBAR,1,3,,Aerial,SFF1V-212,Forb,Penstemon barbatus (Cav.) Roth,8/26/2024
9/12/2024,V,PENBAR,T,N/A,,Basal,SFF8V-261,Forb,Penstemon barbatus (Cav.) Roth,9/12/2024
9/10/2024,V,PENBAR,1,2,,Aerial,SFF5V-251,Forb,Penstemon barbatus (Cav.) Roth,9/10/2024
9/3/2024,V,PENBAR,T,3,,Aerial,BTN4V-5,Forb,Penstemon barbatus (Cav.) Roth,9/3/2024
9/12/2024,V,PENBAR,T,4,,Aerial,SFF8V-261,Forb,Penstemon barbatus (Cav.) Roth,9/12/2024
9/5/2024,V,PENBAR,T,N/A,,Basal,SFS4V-45,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
9/3/2024,V,PENBAR,T,N/A,,Basal,BTN4V-16,Forb,Penstemon barbatus (Cav.) Roth,9/3/2024
9/5/2024,V,PENBAR,T,N/A,,Basal,SFS4V-35,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
9/10/2024,V,PENBAR,T,N/A,,Basal,SFF5V-251,Forb,Penstemon barbatus (Cav.) Roth,9/10/2024
8/22/2024,V,PENBAR,3,30,,Aerial,SFF4V-201,Forb,Penstemon barbatus (Cav.) Roth,8/22/2024
9/5/2024,V,PENBAR,T,N/A,,Basal,SFS4V-32,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
9/5/2024,V,PENBAR,T,1,,Aerial,SFS4V-35,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
9/5/2024,V,PENBAR,T,21,,Aerial,SFS4V-43,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
9/3/2024,V,PENBAR,2,4,,Aerial,BTN4V-14,Forb,Penstemon barbatus (Cav.) Roth,9/3/2024
9/5/2024,V,PENBAR,T,N/A,,Basal,SFS4V-43,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
8/22/2024,V,PENBAR,T,N/A,,Basal,SFF4V-201,Forb,Penstemon barbatus (Cav.) Roth,8/22/2024
9/3/2024,V,PENBAR,1,4,,Aerial,BTN4V-1,Forb,Penstemon barbatus (Cav.) Roth,9/3/2024
9/10/2024,V,PENBAR,T,1,,Aerial,SFF5V-253,Forb,Penstemon barbatus (Cav.) Roth,9/10/2024
9/3/2024,V,PENBAR,T,N/A,,Basal,BTN4V-1,Forb,Penstemon barbatus (Cav.) Roth,9/3/2024
9/10/2024,V,PENBAR,T,N/A,,Basal,SFF5V-253,Forb,Penstemon barbatus (Cav.) Roth,9/10/2024
9/10/2024,V,PENBAR,T,1,,Aerial,SFF5V-254,Forb,Penstemon barbatus (Cav.) Roth,9/10/2024
9/10/2024,V,PENBAR,T,N/A,,Basal,SFF5V-254,Forb,Penstemon barbatus (Cav.) Roth,9/10/2024
9/5/2024,V,PENBAR,T,63,,Aerial,SFS4V-32,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
9/5/2024,V,PENBAR,T,1,,Aerial,SFS4V-45,Forb,Penstemon barbatus (Cav.) Roth,9/5/2024
9/3/2024,V,PENBAR,T,N/A,,Basal,BTN4V-14,Forb,Penstemon barbatus (Cav.) Roth,9/3/2024
8/26/2024,V,POAFEN,3,63,,Aerial,SFF1V-211,Graminoid,Poa fendleriana (steud.) Vasey,8/26/2024
9/4/2024,V,POAFEN,T,9,,Aerial,SFF2V-231,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
9/4/2024,V,POAFEN,T,N/A,,Basal,SFF2V-231,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
8/28/2024,V,POAFEN,6,50,,Aerial,SFF10V-213,Graminoid,Poa fendleriana (steud.) Vasey,8/28/2024
8/29/2024,V,POAFEN,10,39,,Aerial,SFF9V-220,Graminoid,Poa fendleriana (steud.) Vasey,8/29/2024
9/5/2024,V,POAFEN,7,36,,Aerial,SFS4V-32,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/4/2024,V,POAFEN,T,,,Aerial,SFF2V-241,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
9/4/2024,V,POAFEN,T,N/A,,Basal,SFF2V-241,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
9/12/2024,V,POAFEN,T,7,,Aerial,SFF8V-281,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
8/28/2024,V,POAFEN,4,N/A,,Basal,SFF10V-213,Graminoid,Poa fendleriana (steud.) Vasey,8/28/2024
9/5/2024,V,POAFEN,T,N/A,,Basal,SFS4V-34,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/4/2024,V,POAFEN,T,N/A,,Basal,SFF2V-233,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
8/29/2024,V,POAFEN,1,N/A,,Basal,SFF9V-220,Graminoid,Poa fendleriana (steud.) Vasey,8/29/2024
8/26/2024,V,POAFEN,2,N/A,,Basal,SFF1V-211,Graminoid,Poa fendleriana (steud.) Vasey,8/26/2024
8/22/2024,V,POAFEN,T,N/A,,Basal,SFF4V-201,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
9/4/2024,V,POAFEN,T,16,,Aerial,SFF2V-228,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
9/3/2024,V,POAFEN,3,26,,Aerial,BTN4V-4,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
9/3/2024,V,POAFEN,1,N/A,,Basal,BTN4V-4,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
8/28/2024,V,POAFEN,1,N/A,,Basal,SFF10V-216,Graminoid,Poa fendleriana (steud.) Vasey,8/28/2024
9/20/2024,V,POAFEN,T,5,,Aerial,SFF3V-298,Graminoid,Poa fendleriana (steud.) Vasey,9/20/2024
8/28/2024,V,POAFEN,4,65,,Aerial,SFF10V-216,Graminoid,Poa fendleriana (steud.) Vasey,8/28/2024
9/12/2024,V,POAFEN,T,25,,Aerial,SFF8V-283,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
9/12/2024,V,POAFEN,T,N/A,,Basal,SFF8V-283,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
9/3/2024,V,POAFEN,5,N/A,,Basal,BTN4V-17,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
9/3/2024,V,POAFEN,10,32,,Aerial,BTN4V-17,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
9/18/2024,V,POAFEN,T,N/A,,Basal,SFF6V-289,Graminoid,Poa fendleriana (steud.) Vasey,9/18/2024
9/5/2024,V,POAFEN,T,N/A,,Basal,SFS4V-38,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,5,N/A,,Basal,SFS4V-32,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/3/2024,V,POAFEN,1,N/A,,Basal,BTN4V-5,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
9/5/2024,V,POAFEN,1,29,,Aerial,SFS4V-34,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/10/2024,V,POAFEN,T,N/A,,Basal,SFF5V-254,Graminoid,Poa fendleriana (steud.) Vasey,9/10/2024
8/22/2024,V,POAFEN,T,20,,Aerial,SFF4V-202,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
9/3/2024,V,POAFEN,1,N/A,,Basal,BTN4V-3,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
8/22/2024,V,POAFEN,T,N/A,,Basal,SFF4V-202,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
9/3/2024,V,POAFEN,3,28,,Aerial,BTN4V-3,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
9/18/2024,V,POAFEN,T,N/A,,Basal,SFF6V-291,Graminoid,Poa fendleriana (steud.) Vasey,9/18/2024
9/11/2024,V,POAFEN,T,N/A,,Basal,SFF7V-256,Graminoid,Poa fendleriana (steud.) Vasey,9/11/2024
8/26/2024,V,POAFEN,2,16,,Aerial,SFF1V-208,Graminoid,Poa fendleriana (steud.) Vasey,8/26/2024
8/26/2024,V,POAFEN,1,N/A,,Basal,SFF1V-208,Graminoid,Poa fendleriana (steud.) Vasey,8/26/2024
9/3/2024,V,POAFEN,3,30,,Aerial,BTN4V-5,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
9/5/2024,V,POAFEN,1,57,,Aerial,SFS4V-36,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,2,64,,Aerial,SFS4V-41,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,1,57,,Aerial,SFS4V-35,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,1,65,,Aerial,SFS4V-26,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,T,N/A,,Basal,SFS4V-44,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/4/2024,V,POAFEN,1,11,,Aerial,SFF2V-233,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
9/5/2024,V,POAFEN,1,N/A,,Basal,SFS4V-45,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/12/2024,V,POAFEN,1,19,,Aerial,SFF8V-264,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
9/4/2024,V,POAFEN,1,45,,Aerial,SFF2V-242,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
9/5/2024,V,POAFEN,1,N/A,,Basal,SFS4V-36,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,2,N/A,,Basal,SFS4V-41,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/18/2024,V,POAFEN,2,17,,Aerial,SFF6V-289,Graminoid,Poa fendleriana (steud.) Vasey,9/18/2024
9/5/2024,V,POAFEN,4,62,,Aerial,SFS4V-37,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,2,N/A,,Basal,SFS4V-37,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,2,76,,Aerial,SFS4V-28,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,T,13,,Aerial,SFS4V-44,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/12/2024,V,POAFEN,T,N/A,,Basal,SFF8V-264,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
8/22/2024,V,POAFEN,1,15,,Aerial,SFF4V-201,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
9/5/2024,V,POAFEN,T,N/A,,Basal,SFS4V-26,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/3/2024,V,POAFEN,T,12,,Aerial,BTN4V-16,Graminoid,Poa fendleriana (steud.) Vasey,9/3/2024
8/22/2024,V,POAFEN,4,22,,Aerial,SFF4V-203,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
8/22/2024,V,POAFEN,1,N/A,,Basal,SFF4V-203,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
9/5/2024,V,POAFEN,1,25,,Aerial,SFS4V-45,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
8/22/2024,V,POAFEN,1,N/A,,Basal,SFF4V-206,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
9/10/2024,V,POAFEN,1,29,,Aerial,SFF5V-254,Graminoid,Poa fendleriana (steud.) Vasey,9/10/2024
9/5/2024,V,POAFEN,1,N/A,,Basal,SFS4V-48,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,2,20,2022 CARXXX likely POAFEN,Aerial,SFS4V-48,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/10/2024,V,POAFEN,5,32,,Aerial,SFF5V-251,Graminoid,Poa fendleriana (steud.) Vasey,9/10/2024
9/10/2024,V,POAFEN,2,N/A,,Basal,SFF5V-251,Graminoid,Poa fendleriana (steud.) Vasey,9/10/2024
9/4/2024,V,POAFEN,1,N/A,,Basal,SFF2V-242,Graminoid,Poa fendleriana (steud.) Vasey,9/4/2024
9/12/2024,V,POAFEN,T,36,no base in plot,Aerial,SFF8V-271,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
8/22/2024,V,POAFEN,3,25,,Aerial,SFF4V-206,Graminoid,Poa fendleriana (steud.) Vasey,8/22/2024
9/5/2024,V,POAFEN,3,N/A,,Basal,SFS4V-39,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,1,N/A,,Basal,SFS4V-35,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/11/2024,V,POAFEN,T,6,,Aerial,SFF7V-258,Graminoid,Poa fendleriana (steud.) Vasey,9/11/2024
9/11/2024,V,POAFEN,T,N/A,,Basal,SFF7V-258,Graminoid,Poa fendleriana (steud.) Vasey,9/11/2024
9/5/2024,V,POAFEN,3,41,,Aerial,SFS4V-40,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/12/2024,V,POAFEN,3,N/A,,Basal,SFF8V-261,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
8/26/2024,V,POAFEN,1,N/A,,Basal,SFF1V-212,Graminoid,Poa fendleriana (steud.) Vasey,8/26/2024
8/26/2024,V,POAFEN,3,28,,Aerial,SFF1V-212,Graminoid,Poa fendleriana (steud.) Vasey,8/26/2024
9/5/2024,V,POAFEN,2,N/A,,Basal,SFS4V-40,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/12/2024,V,POAFEN,7,42,,Aerial,SFF8V-261,Graminoid,Poa fendleriana (steud.) Vasey,9/12/2024
9/11/2024,V,POAFEN,1,32,,Aerial,SFF7V-256,Graminoid,Poa fendleriana (steud.) Vasey,9/11/2024
9/11/2024,V,POAFEN,T,15,,Aerial,SFF7V-257,Graminoid,Poa fendleriana (steud.) Vasey,9/11/2024
9/5/2024,V,POAFEN,2,43,,Aerial,SFS4V-30,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,2,N/A,,Basal,SFS4V-30,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/18/2024,V,POAFEN,1,20,,Aerial,SFF6V-291,Graminoid,Poa fendleriana (steud.) Vasey,9/18/2024
9/5/2024,V,POAFEN,T,16,,Aerial,SFS4V-42,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,2,N/A,,Basal,SFS4V-28,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,4,66,,Aerial,SFS4V-39,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,POAFEN,1,13,,Aerial,SFS4V-38,Graminoid,Poa fendleriana (steud.) Vasey,9/5/2024
9/5/2024,V,ELYELY,T,37,,Aerial,SFS4V-35,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-36,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/12/2024,V,ELYELY,1,25,,Aerial,SFF8V-268,Graminoid,Elymus Elymoides (Raf.) Swezey,9/12/2024
8/29/2024,V,ELYELY,1,30,,Aerial,SFF9V-222,Graminoid,Elymus Elymoides (Raf.) Swezey,8/29/2024
9/5/2024,V,ELYELY,2,N/A,,Basal,SFS4V-32,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,1,,Aerial,SFS4V-36,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-39,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,33,,Aerial,SFS4V-39,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-35,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,60,,Aerial,SFS4V-38,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-40,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/10/2024,V,ELYELY,T,N/A,,Basal,SFF5V-250,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-37,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/12/2024,V,ELYELY,T,N/A,,Basal,SFF8V-262,Graminoid,Elymus Elymoides (Raf.) Swezey,9/12/2024
9/12/2024,V,ELYELY,T,35,,Aerial,SFF8V-262,Graminoid,Elymus Elymoides (Raf.) Swezey,9/12/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-33,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,3,52,,Aerial,SFS4V-29,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,50,,Aerial,SFS4V-40,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,1,N/A,,Basal,SFS4V-29,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/12/2024,V,ELYELY,T,27,,Aerial,SFF8V-265,Graminoid,Elymus Elymoides (Raf.) Swezey,9/12/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-38,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/12/2024,V,ELYELY,T,N/A,,Basal,SFF8V-268,Graminoid,Elymus Elymoides (Raf.) Swezey,9/12/2024
8/29/2024,V,ELYELY,1,24,,Aerial,SFF9V-221,Graminoid,Elymus Elymoides (Raf.) Swezey,8/29/2024
9/10/2024,V,ELYELY,2,N/A,,Basal,SFF5V-249,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/5/2024,V,ELYELY,3,45,,Aerial,SFS4V-32,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,2,31,,Aerial,SFS4V-33,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,1,54,,Aerial,SFS4V-28,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/20/2024,V,ELYELY,T,4,,Aerial,SFF3V-293,Graminoid,Elymus Elymoides (Raf.) Swezey,9/20/2024
9/11/2024,V,ELYELY,T,N/A,,Basal,SFF7V-256,Graminoid,Elymus Elymoides (Raf.) Swezey,9/11/2024
9/11/2024,V,ELYELY,T,58,,Aerial,SFF7V-256,Graminoid,Elymus Elymoides (Raf.) Swezey,9/11/2024
8/29/2024,V,ELYELY,5,44,,Aerial,SFF9V-219,Graminoid,Elymus Elymoides (Raf.) Swezey,8/29/2024
8/29/2024,V,ELYELY,1,N/A,,Basal,SFF9V-219,Graminoid,Elymus Elymoides (Raf.) Swezey,8/29/2024
9/5/2024,V,ELYELY,T,44,,Aerial,SFS4V-37,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/12/2024,V,ELYELY,T,N/A,,Basal,SFF8V-265,Graminoid,Elymus Elymoides (Raf.) Swezey,9/12/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-30,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
8/28/2024,V,ELYELY,T,17,,Aerial,SFF10V-216,Graminoid,Elymus Elymoides (Raf.) Swezey,8/28/2024
9/4/2024,V,ELYELY,1,17,,Aerial,SFF2V-233,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
9/5/2024,V,ELYELY,T,25,,Aerial,SFS4V-26,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/4/2024,V,ELYELY,1,N/A,,Basal,SFF2V-233,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-26,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-28,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/10/2024,V,ELYELY,1,N/A,,Basal,SFF5V-252,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/5/2024,V,ELYELY,T,38,,Aerial,SFS4V-30,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
8/26/2024,V,ELYELY,4,37,,Aerial,SFF1V-209,Graminoid,Elymus Elymoides (Raf.) Swezey,8/26/2024
9/10/2024,V,ELYELY,4,25,,Aerial,SFF5V-249,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/10/2024,V,ELYELY,1,43,,Aerial,SFF5V-250,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-45,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/10/2024,V,ELYELY,5,53,,Aerial,SFF5V-251,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/5/2024,V,ELYELY,1,39,,Aerial,SFS4V-47,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/10/2024,V,ELYELY,2,N/A,,Basal,SFF5V-251,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/10/2024,V,ELYELY,4,52,,Aerial,SFF5V-252,Graminoid,Elymus Elymoides (Raf.) Swezey,9/10/2024
9/3/2024,V,ELYELY,T,N/A,,Basal,BTN4V-16,Graminoid,Elymus Elymoides (Raf.) Swezey,9/3/2024
8/28/2024,V,ELYELY,1,N/A,,Basal,SFF10V-213,Graminoid,Elymus Elymoides (Raf.) Swezey,8/28/2024
9/3/2024,V,ELYELY,1,36,,Aerial,BTN4V-16,Graminoid,Elymus Elymoides (Raf.) Swezey,9/3/2024
9/3/2024,V,ELYELY,8,62,"most of grass clump is MUHMON, ELYELY coming out of sides",Aerial,BTN4V-3,Graminoid,Elymus Elymoides (Raf.) Swezey,9/3/2024
9/3/2024,V,ELYELY,1,N/A,,Basal,BTN4V-3,Graminoid,Elymus Elymoides (Raf.) Swezey,9/3/2024
9/4/2024,V,ELYELY,T,N/A,,Basal,SFF2V-246,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
9/4/2024,V,ELYELY,T,29,,Aerial,SFF2V-246,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
9/4/2024,V,ELYELY,T,N/A,,Basal,SFF2V-239,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
9/4/2024,V,ELYELY,T,24,,Aerial,SFF2V-239,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
8/28/2024,V,ELYELY,T,N/A,,Basal,SFF10V-216,Graminoid,Elymus Elymoides (Raf.) Swezey,8/28/2024
8/28/2024,V,ELYELY,3,20,,Aerial,SFF10V-213,Graminoid,Elymus Elymoides (Raf.) Swezey,8/28/2024
8/26/2024,V,ELYELY,T,29,,Aerial,SFF1V-212,Graminoid,Elymus Elymoides (Raf.) Swezey,8/26/2024
9/5/2024,V,ELYELY,T,50,,Aerial,SFS4V-48,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
