PlotID,Date,CoverClass,Species,Percent,Height,DataEntry,DataEntryDate,CoverType,Notes
SFF10V-217,8/28/2024,V,BERREP,25,70,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-217,8/28/2024,V,CARXXX,25,20,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-217,8/28/2024,V,BROCIL,4,27,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-217,8/28/2024,V,PSEMAC,3,29,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-217,8/28/2024,V,VERTHA,2,6,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-217,8/28/2024,V,BRIGRA,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,V,BERREP,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,V,CARXXX,20,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,V,BROCIL,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,V,PSEMAC,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,V,VERTHA,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,R,N/A,3,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,Lg,N/A,15,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,L,N/A,41,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,B,N/A,15,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,G,N/A,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,V,SENERE,1,5,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-218,8/28/2024,V,CARXXX,30,22,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-218,8/28/2024,V,BERREP,1,5,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-218,8/28/2024,V,BRIGRA,T,2,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-218,8/28/2024,V,BROCIL,T,10,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-218,8/28/2024,V,SENERE,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,V,CARXXX,15,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,V,BRIGRA,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,V,BROCIL,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,Lg,N/A,8,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,L,N/A,69,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,B,N/A,3,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-218,8/28/2024,D,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,V,BROCIL,7,29,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-207,8/26/2024,V,CARXXX,8,25,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-207,8/26/2024,V,BROCIL,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,V,CARXXX,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,B,N/A,10,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,Lg,N/A,4,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,L,N/A,70,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,M,N/A,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,D,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,R,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,St,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-207,8/26/2024,G,N/A,4,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-208,8/26/2024,V,CARXXX,2,18,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-208,8/26/2024,V,PIPO,15,106,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-208,8/26/2024,V,POAFEN,2,16,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-208,8/26/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-208,8/26/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-208,8/26/2024,Lg,N/A,28,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-208,8/26/2024,L,N/A,70,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-209,8/26/2024,V,ELYELY,4,37,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-209,8/26/2024,V,CARXXX,2,14,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-209,8/26/2024,V,ELYELY,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-209,8/26/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-209,8/26/2024,Lg,N/A,40,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-209,8/26/2024,L,N/A,58,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-210,8/26/2024,V,N/A,N/A,N/A,Jonathan Grabowski,9/19/2024,Aerial,no veg
SFF1V-210,8/26/2024,L,N/A,90,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-210,8/26/2024,Lg,N/A,8,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-210,8/26/2024,M,N/A,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-210,8/26/2024,R,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,CARXXX,4,22,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,BROCIL,3,22,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,HYMDIS,1,45,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,BERREP,8,9,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,PACFEN,1,9,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,TETARG,1,5,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,HETVIL,T,6,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,POAFEN,3,63,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-211,8/26/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,BROCIL,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,HYMDIS,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,PACFEN,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,TETARG,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,HETVIL,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,V,POAFEN,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,L,N/A,69,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,Lg,N/A,15,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,R,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,B,N/A,7,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-211,8/26/2024,G,N/A,3,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,V,KOEMAC,1,53,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-212,8/26/2024,V,PENBAR,1,3,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-212,8/26/2024,V,ELYELY,T,29,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-212,8/26/2024,V,PIST,T,5,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-212,8/26/2024,V,POAFEN,3,28,Jonathan Grabowski,9/19/2024,Aerial,
SFF1V-212,8/26/2024,V,KOEMAC,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,V,PENBAR,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,V,PIST,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,M,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,Lg,N/A,12,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,L,N/A,65,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,B,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,R,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF1V-212,8/26/2024,G,N/A,10,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF2V-225,9/4/2024,V,CARXXX,5,24,Melanie Wright,9/19/2024,Aerial,
SFF2V-225,9/4/2024,V,CARXXX,4,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-225,9/4/2024,V,PAXMYR,2,9,Melanie Wright,9/19/2024,Aerial,
SFF2V-225,9/4/2024,V,PAXMYR,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-225,9/4/2024,V,PSEMAC,4,38,Melanie Wright,9/19/2024,Aerial,
SFF2V-225,9/4/2024,V,PSEMAC,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-225,9/4/2024,V,ELYELY,T,27,Melanie Wright,9/19/2024,Aerial,
SFF2V-225,9/4/2024,V,ELYELY,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-225,9/4/2024,M,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-225,9/4/2024,B,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-225,9/4/2024,L,N/A,94,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,MUHMON,1,77,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,MUHMON,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,HYMDIS,1,56,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,HYMDIS,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,SOLWRI,1,16,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,SOLWRI,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,PSEMAC,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,PSEMAC,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,BOEFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,BOEFEN,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,BRIGRA,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,BRIGRA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,CARXXX,T,7,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,V,DRAHEL,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-226,9/4/2024,V,DRAHEL,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,Lg,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,L,N/A,50,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,B,N/A,46,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-226,9/4/2024,R,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-227,9/4/2024,V,PIED,1,91,Melanie Wright,9/19/2024,Aerial,
SFF2V-227,9/4/2024,V,DYSGRA,T,7,Melanie Wright,9/19/2024,Aerial,
SFF2V-227,9/4/2024,V,DYSGRA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-227,9/4/2024,V,BRIGRA,2,19,Melanie Wright,9/19/2024,Aerial,
SFF2V-227,9/4/2024,V,BRIGRA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-227,9/4/2024,L,N/A,78,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-227,9/4/2024,R,N/A,2,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-227,9/4/2024,B,N/A,5,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-227,9/4/2024,D,N/A,15,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-228,9/4/2024,V,HYMDIS,1,35,Melanie Wright,9/19/2024,Aerial,
SFF2V-228,9/4/2024,V,HYMDIS,T,,Melanie Wright,9/19/2024,Basal,
SFF2V-228,9/4/2024,V,POAFEN,T,16,Melanie Wright,9/19/2024,Aerial,
SFF2V-228,9/4/2024,V,DRAHEL,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-228,9/4/2024,V,DRAHEL,T,,Melanie Wright,9/19/2024,Basal,
SFF2V-228,9/4/2024,V,BOEFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-228,9/4/2024,V,BOEFEN,T,,Melanie Wright,9/19/2024,Basal,
SFF2V-228,9/4/2024,V,PSME,T,137,Melanie Wright,9/19/2024,Aerial,
SFF2V-228,9/4/2024,L,N/A,60,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-228,9/4/2024,D,N/A,10,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-228,9/4/2024,B,N/A,30,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-228,9/4/2024,M,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,V,PACFEN,T,4,Melanie Wright,9/19/2024,Aerial,
SFF2V-229,9/4/2024,V,PACFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,V,DRAHEL,1,23,Melanie Wright,9/19/2024,Aerial,
SFF2V-229,9/4/2024,V,DRAHEL,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,V,MUHMON,2,43,Melanie Wright,9/19/2024,Aerial,
SFF2V-229,9/4/2024,V,MUHMON,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,V,HYMDIS,T,4,Melanie Wright,9/19/2024,Aerial,
SFF2V-229,9/4/2024,V,HYMDIS,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,V,CARXXX,1,15,Melanie Wright,9/19/2024,Aerial,
SFF2V-229,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,V,BRIGRA,T,5,Melanie Wright,9/19/2024,Aerial,
SFF2V-229,9/4/2024,V,BRIGRA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,M,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,L,N/A,12,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-229,9/4/2024,B,N/A,87,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,V,PSEMAC,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-230,9/4/2024,V,PSEMAC,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,V,CARXXX,T,5,Melanie Wright,9/19/2024,Aerial,
SFF2V-230,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,V,HYMDIS,T,4,Melanie Wright,9/19/2024,Aerial,
SFF2V-230,9/4/2024,V,HYMDIS,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,V,DRAHEL,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-230,9/4/2024,V,DRAHEL,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,V,PIPO,T,5,Melanie Wright,9/19/2024,Aerial,
SFF2V-230,9/4/2024,V,PIPO,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,V,BOEFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-230,9/4/2024,V,BOEFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,B,N/A,20,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,L,N/A,80,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-230,9/4/2024,M,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,V,MUHMON,1,42,Melanie Wright,9/19/2024,Aerial,
SFF2V-231,9/4/2024,V,MUHMON,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,V,HYMDIS,1,31,Melanie Wright,9/19/2024,Aerial,
SFF2V-231,9/4/2024,V,HYMDIS,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,V,POAFEN,T,9,Melanie Wright,9/19/2024,Aerial,
SFF2V-231,9/4/2024,V,POAFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,St,N/A,2,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,L,N/A,10,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,B,N/A,87,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,M,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-231,9/4/2024,R,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-232,9/4/2024,V,HYMDIS,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-232,9/4/2024,V,HYMDIS,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-232,9/4/2024,V,DRAHEL,1,3,Melanie Wright,9/19/2024,Aerial,
SFF2V-232,9/4/2024,V,DRAHEL,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-232,9/4/2024,V,CARXXX,5,30,Melanie Wright,9/19/2024,Aerial,
SFF2V-232,9/4/2024,V,CARXXX,3,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-232,9/4/2024,V,BOEXXX,T,17,Melanie Wright,9/19/2024,Aerial,
SFF2V-232,9/4/2024,V,BOEXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-232,9/4/2024,V,COLPAR,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-232,9/4/2024,V,COLPAR,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-232,9/4/2024,V,PSME,40,137,Melanie Wright,9/19/2024,Aerial,
SFF2V-232,9/4/2024,B,N/A,4,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-232,9/4/2024,L,N/A,92,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,V,NAMDIC,T,7,Melanie Wright,9/19/2024,Aerial,
SFF2V-233,9/4/2024,V,NAMDIC,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,V,CARXXX,4,21,Melanie Wright,9/19/2024,Aerial,
SFF2V-233,9/4/2024,V,CARXXX,3,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,V,DRAHEL,T,4,Melanie Wright,9/19/2024,Aerial,
SFF2V-233,9/4/2024,V,DRAHEL,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,V,BOEFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-233,9/4/2024,V,BOEFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,V,POAFEN,1,11,Melanie Wright,9/19/2024,Aerial,
SFF2V-233,9/4/2024,V,POAFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,V,ELYELY,1,17,Melanie Wright,9/19/2024,Aerial,
SFF2V-233,9/4/2024,V,ELYELY,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,Fu,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,B,N/A,86,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,L,N/A,10,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-233,9/4/2024,M,N/A,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-234,9/4/2024,V,QUGA,25,102,Melanie Wright,9/19/2024,Aerial,M slid through plot after reading… (srry)
SFF2V-234,9/4/2024,V,QUGA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-234,9/4/2024,V,QUGA (dead),1,32,Melanie Wright,9/19/2024,Aerial,
SFF2V-234,9/4/2024,V,QUGA (dead),T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-234,9/4/2024,M,N/A,4,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-234,9/4/2024,L,N/A,64,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-234,9/4/2024,B,N/A,32,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-235,9/4/2024,V,QUGA (dead),1,125,Melanie Wright,9/19/2024,Aerial,
SFF2V-235,9/4/2024,V,QUGA (dead),T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-235,9/4/2024,V,QUGA,10,137,Melanie Wright,9/19/2024,Aerial,
SFF2V-235,9/4/2024,L,N/A,15,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-235,9/4/2024,B,N/A,84,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-235,9/4/2024,R,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-236,9/4/2024,V,PIST (dead),5,N/A,Melanie Wright,9/19/2024,Aerial,
SFF2V-236,9/4/2024,V,PIST (dead),2,N/A,Melanie Wright,9/19/2024,Aerial,
SFF2V-236,9/4/2024,V,PSEMAC,2,,Melanie Wright,9/19/2024,Aerial,
SFF2V-236,9/4/2024,V,PSEMAC,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-236,9/4/2024,V,DRAHEL,1,,Melanie Wright,9/19/2024,Aerial,
SFF2V-236,9/4/2024,V,DRAHEL,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-236,9/4/2024,V,COMDIA,T,,Melanie Wright,9/19/2024,Aerial,
SFF2V-236,9/4/2024,V,COMDIA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-236,9/4/2024,B,N/A,3,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-236,9/4/2024,L,N/A,95,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-237,9/4/2024,Lg,N/A,10,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-237,9/4/2024,L,N/A,45,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-237,9/4/2024,B,N/A,43,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-237,9/4/2024,R,N/A,2,N/A,Melanie Wright,9/19/2024,Basal,1% lichen on rock
SFF2V-238,9/4/2024,V,N/A,N/A,N/A,Melanie Wright,9/19/2024,Aerial,
SFF2V-238,9/4/2024,Rt,N/A,20,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-238,9/4/2024,B,N/A,79,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-238,9/4/2024,L,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,V,ELYELY,T,24,Melanie Wright,9/19/2024,Aerial,
SFF2V-239,9/4/2024,V,ELYELY,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,V,BOAFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-239,9/4/2024,V,BOAFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,V,CARXXX,T,3,Melanie Wright,9/19/2024,Aerial,
SFF2V-239,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,V,FORB,T,1,Melanie Wright,9/19/2024,Aerial,CERMON?
SFF2V-239,9/4/2024,V,FORB,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,V,BROCIL,T,14,Melanie Wright,9/19/2024,Aerial,
SFF2V-239,9/4/2024,V,PSME,T,5,Melanie Wright,9/19/2024,Aerial,
SFF2V-239,9/4/2024,V,PSME,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,Lg,N/A,7,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,L,N/A,86,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,B,N/A,6,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-239,9/4/2024,M,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-240,9/4/2024,V,QUGA,2,18,Melanie Wright,9/19/2024,Aerial,
SFF2V-240,9/4/2024,V,QUGA (dead),T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-240,9/4/2024,V,QUGA (dead),2,30,Melanie Wright,9/19/2024,Aerial,
SFF2V-240,9/4/2024,V,PSME,T,5,Melanie Wright,9/19/2024,Aerial,
SFF2V-240,9/4/2024,V,PSME,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-240,9/4/2024,V,BOAFEN,T,,Melanie Wright,9/19/2024,Aerial,
SFF2V-240,9/4/2024,V,BOAFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-240,9/4/2024,Lg,N/A,12,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-240,9/4/2024,L,N/A,71,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-240,9/4/2024,B,N/A,15,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-240,9/4/2024,R,N/A,2,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-241,9/4/2024,V,BROCIL,1,,Melanie Wright,9/19/2024,Aerial,
SFF2V-241,9/4/2024,V,BROCIL,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-241,9/4/2024,V,CARXXX,2,,Melanie Wright,9/19/2024,Aerial,
SFF2V-241,9/4/2024,V,CARXXX,2,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-241,9/4/2024,V,DRAHEL,T,,Melanie Wright,9/19/2024,Aerial,
SFF2V-241,9/4/2024,V,DRAHEL,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-241,9/4/2024,V,POAFEN,T,,Melanie Wright,9/19/2024,Aerial,
SFF2V-241,9/4/2024,V,POAFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
